Title,Time Date,Analytics Time,Source Device,Source Device IP,In Interface,Description,Speed,Dest Subnet,Dest Mask,Peak Traffic Rate (in Kbps),Peak Traffic Time,Average Traffic (kbps),Average Data
,,,,,,,,,,,,,
